,wokType,holeType,holeID,hexRow,hexCol,x,y,z,r,theta,ix,iy,iz,jx,jy,jz,kx,ky,kz
199,APO,ApogeeBoss,R-7C0,-7.0,0.0,-216.140501761058,-137.924486267062,3.518657729879,256.3978947135777,212.5429330722063,-4.069555979498321e-05,-0.9998911194978474,0.014756269623888126,0.9997327702661113,-0.000381797975728535,-0.0231136818000198,0.023116799084610527,0.014751385685663572,0.9996239343975487
200,LCO,Boss,R-7C1,-7.0,1.0,-193.604443065168,-138.078276602356,3.2293813313183994,237.7988453379255,215.49638475926355,-4.069642953412406e-05,-0.9998753490138227,0.0157887548048184,0.9997550719632581,-0.00039010705575433485,-0.022127898685269556,0.022131299725527343,0.015783987169631877,0.9996304673835666
201,APO,Boss,R-7C1,-7.0,1.0,-193.40446111131,-137.935649958476,3.0205180197849995,237.55321321174222,215.49638477101448,-4.069758563574466e-05,-0.9998907326041487,0.014782462448632315,0.9997852880563549,-0.0003469976165781819,-0.020718527426569384,0.02072139304626844,0.01477844528334392,0.9996760582434838
202,LCO,ApogeeBoss,R-7C2,-7.0,2.0,-170.83192951884598,-138.08195346724,2.7553655674392004,219.65922247076492,218.9483057450458,-4.0698675270148225e-05,-0.9998757641936568,0.01576244022253429,0.9998099287994342,-0.0003479947051893465,-0.01949320840076528,0.019496271892039695,0.01575865088883867,0.9996857307696632
203,APO,ApogeeBoss,R-7C2,-7.0,2.0,-170.654610891264,-137.93862849277798,2.5770943083613997,219.43122259358933,218.94830576947024,-4.069958544019439e-05,-0.9998910972941681,0.014757774066852502,0.9998333801757318,-0.00031007747367750273,-0.018251458526131754,0.018254046946212632,0.014754572302335199,0.9997245082352741
204,LCO,Fiducial,R-7C3,-7.0,3.0,-148.06423299184598,-138.09125423832594,2.340807750049,202.4653342885582,223.00395786759373,-4.070057181096167e-05,-0.9998754664288266,0.015781317346784025,0.9998568810479299,-0.0003076766260080542,-0.016915163499051884,0.016917912535809584,0.015778370284356375,0.9997323778224853
205,APO,Fiducial,R-7C3,-7.0,3.0,-147.90949501989,-137.946938959266,2.1892637662948005,202.25374331584155,223.00395790890147,-4.070132513620207e-05,-0.9998908368410735,0.014775410135080977,0.999874541066828,-0.0002747318805449198,-0.015837507657267304,0.015839838061114147,0.014772911820339744,0.9997654027853465
206,LCO,ApogeeBoss,R-7C4,-7.0,4.0,-125.288365035418,-138.09493044560398,1.9852807156637988,186.4601411241136,227.7837175698831,-4.07022452353935e-05,-0.9998756771023427,0.015767963801930348,0.9998976956830598,-0.0002662336191330782,-0.014301303694678101,0.014303723677231848,0.015765768575993887,0.9997733963404776
207,APO,ApogeeBoss,R-7C4,-7.0,4.0,-125.15690476468399,-137.95003304400998,1.8567516797328,186.2644958845341,227.78371763323148,-4.070276358718197e-05,-0.9998910221297115,0.014762865835803484,0.9999103205787041,-0.00023840089556958154,-0.013390069649037793,0.013392129908200854,0.01476099689769932,0.9998013621850632
208,LCO,Boss,R-7C5,-7.0,5.0,-102.513146712946,-138.101115683678,1.6890620028954002,171.990881741058,233.41331691585373,-4.07036222264802e-05,-0.9998755155777874,0.015778203043077414,0.9999314216560061,-0.00022547619149736474,-0.011709019834519548,0.011711119853081603,0.01577664440052154,0.9998069549484272
209,APO,Boss,R-7C5,-7.0,5.0,-102.405083053534,-137.95553762685398,1.5797088219832007,171.80957888638085,233.41331700743547,-4.070394041717485e-05,-0.9998908809676943,0.014772423661590307,0.9999398851631176,-0.00020267208261082558,-0.010962891224406243,0.010964688922193266,0.014771089386880333,0.9998307809400371
210,LCO,ApogeeBoss,R-7C6,-7.0,6.0,-79.733781052566,-138.103651948862,1.451998693253599,159.46816146977724,240.00012433083987,-4.070470873954494e-05,-0.9998756468754337,0.015769880423122454,0.9999585555178725,-0.00018426935418615597,-0.009102378338377298,0.009104152334871097,0.015768856338936005,0.9998342150476875
211,APO,ApogeeBoss,R-7C6,-7.0,6.0,-79.650096533626,-137.95732650059398,1.3579918029086009,159.29959765488246,239.99987635816285,6.640107816990193e-06,-0.9998910032287185,0.014764200559989837,0.9999636714094977,-0.00011920851341979968,-0.008523007131789238,0.008523838169930855,0.014763720791079881,0.9998546778063581
212,LCO,ApogeeBoss,R-7C7,-7.0,7.0,-56.954481565536,-138.106669971274,1.2742157471691993,149.38964241524033,247.5890005472288,4.457478672839674e-06,-0.9998755945784948,0.015773247808628498,0.9999788445418666,-9.814259889313098e-05,-0.006503909343164274,0.00650464824911393,0.01577294310938204,0.9998544413147464
213,APO,ApogeeBoss,R-7C7,-7.0,7.0,-56.894124857954,-137.960312642704,1.1917083615112007,149.2313281714838,247.58900043960153,4.459569326226956e-06,-0.9998909509822517,0.014767739296208738,0.9999814557212565,-8.547664560999054e-05,-0.006089409440994342,0.006090007693694417,0.014767492595278375,0.9998724083445544
214,LCO,ApogeeBoss,R-7C8,-7.0,8.0,-34.173309067519995,-138.108933611908,1.1556816071488,142.27400534195505,256.10203146352166,9.320407831557903e-06,-0.9998755486658646,0.01577615584564864,0.9999923809987495,-5.2264149437461306e-05,-0.003903231085960633,0.0039035698510112124,0.015776072026803107,0.9998679301256859
215,APO,ApogeeBoss,R-7C8,-7.0,8.0,-34.137030324228,-137.962314969662,1.0808421759796003,142.12296503783435,256.10203139090396,9.317559002215169e-06,-0.9998909109058095,0.01477045026848777,0.999993321420522,-4.466547920915325e-05,-0.003654465672031809,0.0036547267389212728,0.014770385673561242,0.9998842326387182
216,LCO,ApogeeBoss,R-7C9,-7.0,9.0,-11.391164905153198,-138.109730193246,1.0964049869164,138.57870042668029,265.28496870738104,7.137412492358231e-06,-0.9998755648090232,0.01577513381541141,0.9999991535285708,-1.3388690101502464e-05,-0.0013010622140006212,0.0013011115244535136,0.015775129748429043,0.9998747183473643
217,APO,ApogeeBoss,R-7C9,-7.0,9.0,-11.379063140583598,-137.96300413084398,1.0254009643324,138.43147614168052,265.2849686795058,7.137133160863112e-06,-0.9998909251480572,0.014769487317559098,0.9999992580084702,-1.0855357101078317e-05,-0.0012181398401277647,0.0012181672997640892,0.014769485052750856,0.9998901831599839
218,LCO,ApogeeBoss,R-7C10,-7.0,10.0,11.3911724633296,-138.10974593768998,1.0964048750548,138.57871673912481,274.71503387190614,4.954586856877399e-06,-0.9998755645454943,0.01577515135525814,0.9999991535395836,2.5479223855034303e-05,0.0013008731397291813,-0.0013011132036015122,0.01577513155692799,0.9998747183166463
219,APO,ApogeeBoss,R-7C10,-7.0,10.0,11.3790706739696,-137.96301985699998,1.0254009610558006,138.4314924338612,274.7150338929209,4.956834891565514e-06,-0.9998909249187009,0.014769503737592988,0.9999992580197385,2.294804026368642e-05,0.0012179627907774775,-0.0012181688725534988,0.014769486741672283,0.9998901831331205
220,LCO,ApogeeBoss,R-7C11,-7.0,11.0,34.173228547234004,-138.10893000840997,1.155680017616799,142.27398250351106,283.8979374076562,9.817718974297554e-06,-0.9998755474890749,0.015776230127470703,0.9999923810267088,7.13999064078234e-05,0.0039029207763403655,-0.0039035614694043785,0.01577607161101537,0.9998679301649686
221,APO,ApogeeBoss,R-7C11,-7.0,11.0,34.136949872268,-137.96231136438598,1.0808408707752006,142.12294221407578,283.8979374741027,9.815001831835277e-06,-0.9998909098739649,0.014770519797237253,0.9999933214444622,6.379596324000957e-05,0.0036541752212832963,-0.0036547188863858718,0.01477038528576397,0.9998842326731489
222,LCO,ApogeeBoss,R-7C12,-7.0,12.0,56.95448912559201,-138.10664700891198,1.2742135983038,149.38962406941587,292.411005490884,7.63505278749572e-06,-0.9998755933598312,0.01577332384221036,0.9999788445116862,0.00011023389134657642,0.006503720286257688,-0.006504649935134874,0.015772940493594446,0.9998544413450424
223,APO,ApogeeBoss,R-7C12,-7.0,12.0,56.89413239515,-137.960289705234,1.1917060268702002,149.23130983995603,292.41100559315936,7.634848483159758e-06,-0.9998909499115216,0.014767810492556727,0.9999814556924842,9.756997706584055e-05,0.006089232401536494,-0.006090009265135412,0.014767490143370855,0.9998724083711962
224,LCO,ApogeeBoss,R-7C13,-7.0,13.0,79.73438041687399,-138.103305905866,1.451998693253599,159.46816146990588,300.000124330829,5.4529899312613725e-06,-0.9998756527654862,0.015769558556211205,0.9999585563162116,0.00014902057569465932,0.009102935947587125,-0.009104154011370583,0.01576885536939485,0.999834215047713
225,APO,ApogeeBoss,R-7C13,-7.0,13.0,79.64950112105,-137.957670262416,1.3579918029086009,159.29959765506516,299.9998763581932,5.368801815786517e-05,-0.9998909942172304,0.014764714723799822,0.9999636699902898,0.00017953225502817673,0.008522116387370219,-0.008523838169931772,0.01476372078603119,0.9998546778064324
226,LCO,Boss,R-7C14,-7.0,14.0,102.513170398192,-138.101089136106,1.6890629845800005,171.99087454184144,306.5866946910148,5.1503811396530515e-05,-0.9998755131430519,0.015778325775437908,0.9999314211215843,0.00023627578219627776,0.011708852528033251,-0.011711122966047911,0.01577664066502068,0.9998069549709088
227,APO,Boss,R-7C14,-7.0,14.0,102.405106688234,-137.955511099602,1.5797113997276002,171.80957167335293,306.5866945941075,5.1506964729401275e-05,-0.9998908787714724,0.014772538598539931,0.9999398846329903,0.00021347458223054498,0.010962734547775417,-0.010964691842219348,0.014771085884778726,0.9998307809597531
228,LCO,ApogeeBoss,R-7C15,-7.0,15.0,125.28832793693998,-138.09493899524398,1.9852809188383995,186.46012252847623,312.21627222209383,5.6365055708458686e-05,-0.999875672804792,0.01576818810596132,0.99989769497738,0.00028189602858905746,0.014301052882611803,-0.014303719862423504,0.01576576886147804,0.999773396390554
229,APO,ApogeeBoss,R-7C15,-7.0,15.0,125.156867679922,-137.95004158628402,1.8567529871978,186.26447729265772,312.2162721526705,5.636352773077038e-05,-0.9998910182692873,0.014763075816389878,0.9999103198664202,0.00025406130823870207,0.01338983485650672,-0.01339212633548564,0.014760997163450371,0.9998013622289954
230,LCO,Fiducial,R-7C16,-7.0,16.0,148.06422318261997,-138.09124702879,2.3408071351657997,202.46532219775068,316.9960417311283,5.418088344500198e-05,-0.9998754622139856,0.015781543866191645,0.9998568804206318,0.0003211571507685968,0.016914950003097635,-0.016917911808336503,0.015778368751337136,0.999732377858991
231,APO,Fiducial,R-7C16,-7.0,16.0,147.90948530108798,-137.946931865046,2.1892572768742,202.2537313698128,316.99604168298214,5.4182043958097054e-05,-0.9998908330673485,0.014775622226832454,0.9998745404381191,0.00028821278614396333,0.015837307758897284,-0.015839837371836793,0.014772910386036186,0.9997654028174608
232,LCO,ApogeeBoss,R-7C17,-7.0,17.0,170.83194699531597,-138.08193049547998,2.7553647173266,219.65922162196836,321.05170178055874,5.1996393318625236e-05,-0.9998757602498412,0.015762657173752435,0.9998099282290729,0.0003592931401543226,0.019493032678775463,-0.01949627428385875,0.015758647570194767,0.9996857307753307
233,APO,ApogeeBoss,R-7C17,-7.0,17.0,170.65462839059396,-137.93860561499798,2.5770903468757997,219.43122182164888,321.05170174862155,5.20002369535327e-05,-0.9998910937714979,0.014757977246652978,0.9998333796107977,0.0003213787540007602,0.018251293974586923,-0.018254049195333973,0.014754569195128919,0.9997245082400653
234,LCO,Boss,R-7C18,-7.0,18.0,193.604399776456,-138.078288713076,3.229379924387,237.79881712643856,324.50360680881147,5.6854454737333964e-05,-0.999875342567167,0.01578911314042904,0.9997550712751497,0.00040626696901025037,0.02212763897865906,-0.02213129519912825,0.01578398787823228,0.99963046747259
235,APO,Boss,R-7C18,-7.0,18.0,193.40441757799599,-137.935661892666,3.0205296506228,237.55318469860958,324.50360678875035,5.6853954218206044e-05,-0.9998907268564167,0.014782797914285778,0.9997852873561079,0.0003631556400193493,0.02071828429783224,-0.020721388802215204,0.014778445944274531,0.9996760583216844
236,LCO,ApogeeBoss,R-7C19,-7.0,19.0,216.36193722166598,-138.065796135826,3.7621863927572,256.6605773018747,327.45706569685973,5.4670645166504994e-05,-0.999875785638623,0.015761037550454167,0.9996951694447147,0.00044377734678620524,0.024685446128633087,-0.024689374233133655,0.015754883535359716,0.9995710172092644
237,APO,ApogeeBoss,R-7C19,-7.0,19.0,216.140485884788,-137.92448272909598,3.5186498704332,256.3978794268801,327.4570656858059,5.4672964004970096e-05,-0.9998911140781447,0.014756591694348715,0.999732769632367,0.000395777547739253,0.023113474064477852,-0.023116797660220838,0.014751384602789668,0.9996239344464682
238,LCO,ApogeeBoss,R-6C0,-6.0,0.0,-227.74945545826802,-118.34203597814198,3.7621863927572,256.6605773019874,207.45706569686635,-4.069266121562631e-05,-0.9999087376038828,0.013509804125785098,0.9996622328374103,-0.00039177902502591946,-0.025985895168708553,0.02598881649153889,0.0135041835223499,0.9995710172092646
239,APO,ApogeeBoss,R-6C0,-6.0,0.0,-227.516348789608,-118.22091019778799,3.5186498704332,256.39787942677685,207.45706568576693,-4.0694374585148856e-05,-0.9999200001894908,0.012648777214281912,0.9997038963879631,-0.00034846774509828953,-0.024331011424833633,0.02433347263940426,0.012644041730367954,0.9996239344463638
240,LCO,Fiducial,R-6C1,-6.0,1.0,-204.993728073954,-118.35316553728998,3.1997672450298,236.70635889716897,209.9999961117909,-4.069522778404265e-05,-0.9999084092948717,0.013534081620030681,0.9997253939351104,-0.00035783300251207594,-0.02343093418603587,0.023433631071314298,0.013529411551931218,0.9996338429434409
241,APO,Fiducial,R-6C1,-6.0,1.0,-204.781892266486,-118.23086207603001,2.9928316327144,236.4617519758405,209.99999610760207,-4.069650655312621e-05,-0.9999197132673129,0.012671438876830574,0.9997592719674063,-0.00031870430133428213,-0.021938471751015282,0.021940748824872385,0.01266749568712024,0.999679017532138
242,LCO,ApogeeBoss,R-6C2,-6.0,2.0,-182.222438074588,-118.356969274158,2.6961443800905998,217.28642183443273,213.00449688183411,-4.0697586903792574e-05,-0.9999086910801199,0.013513247061590496,0.9997836723369811,-0.00032174984565480115,-0.02079675468472627,0.020799203640675362,0.013509477394702768,0.9996923962641887
243,APO,ApogeeBoss,R-6C2,-6.0,2.0,-182.03311606384997,-118.234001022,2.5216816596492,217.06066972527606,213.00449688753625,-4.0698661755811596e-05,-0.9999199609252263,0.012651880765836608,0.9998103641555244,-0.00028706956720462836,-0.019471859650825818,0.019473933111131013,0.012648689037113687,0.9997303519423754
244,LCO,Boss,R-6C3,-6.0,3.0,-159.45470877981,-118.36450293396999,2.2519221406222,198.58489294722247,216.58679372969337,-4.069965319013448e-05,-0.9999085505566693,0.013523641048150811,0.9998341039038164,-0.00028701368564642145,-0.018212146880500376,0.01821436285986688,0.013520656300832847,0.9997426813129485
245,APO,Boss,R-6C3,-6.0,3.0,-159.28791201282,-118.24068844728399,2.10612750478,198.37716430550054,216.58679374932566,-4.070050751491339e-05,-0.9999198381490653,0.012661580446995032,0.999854575233262,-0.0002566173956037579,-0.017051760396663777,0.017053642677787223,0.012659045124309829,0.9997744354843041
246,LCO,ApogeeBoss,R-6C4,-6.0,4.0,-136.680899555358,-118.36928244409599,1.8668033636426,180.81193359286888,220.89343087153486,-4.070143179808058e-05,-0.9999085916708208,0.013520600810220851,0.9998781617676744,-0.00025174407579125617,-0.015607634190250394,0.015609611253641733,0.013518318231059631,0.9997867748218686
247,APO,ApogeeBoss,R-6C4,-6.0,4.0,-136.53720732508998,-118.24484132620199,1.7459450197361999,180.6218466420751,220.8934309105773,-4.070205349467637e-05,-0.9999198746943841,0.012658694028618394,0.9998931979411558,-0.00022569815368451052,-0.014613068512534001,0.014614754679823762,0.012656747272137536,0.9998130903794656
248,LCO,Boss,R-6C5,-6.0,5.0,-113.90485715554001,-118.37365297866198,1.5408983345801994,164.27610356694203,226.10217495650534,-4.070294919191069e-05,-0.9999085964338625,0.013520248552936084,0.9999153882219485,-0.00021657064822743069,-0.013006517370323503,0.013008256617246129,0.013518575177050633,0.9998240012046931
249,APO,Boss,R-6C5,-6.0,5.0,-113.784584716888,-118.24866219943398,1.4411358566608,164.10264419304923,226.10217502252365,-4.070339539454856e-05,-0.9999198792087068,0.012658337429486782,0.999925831036641,-0.00019486442503006908,-0.012177621013100423,0.01217911199211382,0.012656902903198729,0.9998457241194677
250,LCO,ApogeeBoss,R-6C6,-6.0,6.0,-91.12662017845,-118.377357946614,1.2742135983038,149.38962406930497,232.41100549083285,-4.0704187668593964e-05,-0.9999085887313665,0.013520818185898299,0.9999458402784742,-0.00018141539645765613,-0.010405940525975923,0.010407442190342746,0.013519662336794514,0.9998544413450159
251,APO,ApogeeBoss,R-6C6,-6.0,6.0,-91.030049400802,-118.251908833022,1.1917060268702002,149.23130984001247,232.4110055930871,-4.070446146354739e-05,-0.999919872778474,0.012658845359158757,0.9999525251112255,-0.00016404727199252907,-0.009742720984218944,0.00974401697610412,0.012657847809672464,0.9998724083711863
252,LCO,Fiducial,R-6C7,-6.0,7.0,-68.34650092470801,-118.380272702024,1.0667651024828002,136.69357392963533,240.00013844285127,-4.070516830361067e-05,-0.9999085800684924,0.013521458815562161,0.9999695303472064,-0.00014625138587756882,-0.007804933550007326,0.007806197555607623,0.01352072912027303,0.9998781191544193
253,APO,Fiducial,R-6C7,-6.0,7.0,-68.274457758152,-118.25414217298,0.9976807455540008,136.54832010404613,239.9998557573374,6.639088127330079e-06,-0.9999198705790449,0.012659082790973887,0.9999732921136879,-8.588125780918824e-05,-0.007308056083732352,0.007308557671382854,0.01265879321245827,0.9998931642626468
254,LCO,Boss,R-6C8,-6.0,8.0,-45.565285652584,-118.38148068055797,0.9185641990884,126.84782309808433,248.94817755871813,4.4564765644964855e-06,-0.9999086303694937,0.013517799108689037,0.9999864646165518,-6.587626159410378e-05,-0.005202522850305953,0.005202937999785681,0.013517639325015885,0.9998950959291926
255,APO,Boss,R-6C8,-6.0,8.0,-45.516777586786006,-118.25545293286798,0.8590694002219994,126.71278226857265,248.94817743869743,4.4587000042858565e-06,-0.9999199097794861,0.012655986990528648,0.9999881354366059,-5.719204317514545e-05,-0.004870904956024921,0.004871238665927277,0.012655858550672635,0.9999080459113253
256,LCO,Boss,R-6C9,-6.0,9.0,-22.783000908049804,-118.38305174878998,0.8296491686637992,120.55543153144484,259.10652508926785,9.320024360719978e-06,-0.9999085932860107,0.01352053940967377,0.9999966146730218,-2.5861696603596965e-05,-0.0026019173062808397,0.0026020291376579303,0.013520517888159625,0.9999052080274424
257,APO,Boss,R-6C9,-6.0,9.0,-22.7587128931004,-118.25684771494,0.7759100268916006,120.42691162703245,259.10652502104404,9.3172430746407e-06,-0.9999198773719306,0.012658544532941057,0.9999970325651949,-2.152150710571739e-05,-0.002436061909968474,0.002436139157242221,0.012658529666916388,0.9999169099743629
258,LCO,Boss,R-6C10,-6.0,10.0,-9.863513693100801e-06,-118.38364838183598,0.8000114370579992,118.3836483818364,269.9999952262182,7.137352108796278e-06,-0.9999085764078158,0.013521788903604337,0.9999999999745292,7.136689881052728e-06,-9.722747458631892e-08,7.177716592491132e-10,0.01352178890395387,0.9999085764332841
259,APO,Boss,R-6C10,-6.0,10.0,-9.860140990626e-06,-118.257382667134,0.7481912621108,118.25738266713441,269.9999952227552,7.137081864063543e-06,-0.9999198626127461,0.012659711749043229,0.999999999974531,7.136501409681427e-06,-9.10253566819628e-08,6.720114044969449e-10,0.012659711749370455,0.9999198626382131
260,LCO,Boss,R-6C11,-6.0,11.0,22.7829811760598,-118.383083217612,0.8296501372674001,120.5554587041862,280.8934628753535,4.9548953130911924e-06,-0.9999085927665947,0.013520580127252642,0.9999966147079212,4.013534962673448e-05,0.0026017228621156713,-0.002602027699037321,0.013520521464875418,0.9999052079828223
261,APO,Boss,R-6C11,-6.0,11.0,22.7586931674604,-118.256879146678,0.7759113333152009,120.42693876455806,280.89346293703426,4.957111197440937e-06,-0.999919876920372,0.012658582660598938,0.9999970325995957,3.5794751152575595e-05,0.0024358798694855324,-0.0024361378101050656,0.012658533022588259,0.9999169099351636
262,LCO,Boss,R-6C12,-6.0,12.0,45.56526592160999,-118.381441950384,0.9185634953560003,126.84777986531404,291.0518204079136,9.818409178921438e-06,-0.9999086293869103,0.013517868958863494,0.9999864645857314,8.014999391285228e-05,0.005202328450593004,-0.005202936567767749,0.013517634910317702,0.9998950959963265
263,APO,Boss,R-6C12,-6.0,12.0,45.516757859622004,-118.25541423418998,0.8590694219644011,126.71273906656475,291.05182052225945,9.815629517324789e-06,-0.9999199089136045,0.012656052380681338,0.9999881354048937,7.146536170220482e-05,0.004870722959316085,-0.004871237327183848,0.012655854412532143,0.9999080459702238
264,LCO,Fiducial,R-6C13,-6.0,13.0,68.34707300459,-118.37994241159998,1.0667651024828002,136.6935739296785,300.0001384428707,7.63622652387406e-06,-0.999908584347062,0.013521201527314751,0.9999695311577527,0.00011318444668691209,0.007805379262095978,-0.0078061961179677185,0.013520729948314273,0.9998781191544461
265,APO,Fiducial,R-6C13,-6.0,13.0,68.273862345576,-118.25448593480199,0.9976807455540008,136.54832010422882,299.99985575734866,5.3689311413131766e-05,-0.9999198635781184,0.012659523663038493,0.9999732906944546,0.00014620643419520192,0.007307292342751353,-0.007308557666302744,0.01265879321245874,0.9998931642626839
266,LCO,ApogeeBoss,R-6C14,-6.0,14.0,91.12664384439199,-118.377362880818,1.2742157471691993,149.38964241526094,307.58900054720493,5.150571607476932e-05,-0.9999085867154854,0.013520930434019026,0.9999458397480656,0.00019221656288352345,0.010405797582536657,-0.010407445301176661,0.013519662178964515,0.9998544413147694
267,APO,ApogeeBoss,R-6C14,-6.0,14.0,91.03007303372401,-118.25191377433799,1.1917083615112007,149.23132817146202,307.58900043964474,5.150864919143894e-05,-0.9999198709494302,0.012658950483109627,0.9999525245846905,0.00017485114237656,0.009742587119537256,-0.009744019887234534,0.012657847666675902,0.9998724083446269
268,LCO,Boss,R-6C15,-6.0,15.0,113.90482003217,-118.373693015412,1.5408993860893991,164.2761066761324,313.8978060313909,5.6367721605603393e-05,-0.9999085928660919,0.013520456176920399,0.9999153875113946,0.00023223531272376625,0.013006301730204698,-0.013008252788809212,0.013518579041881144,0.9998240012022471
269,APO,Boss,R-6C15,-6.0,15.0,113.784547612314,-118.24870219783001,1.4411379050946005,164.1026472876353,313.8978059592904,5.636588296716901e-05,-0.9999198759878482,0.012658531800078969,0.999925830320085,0.00021052681813051683,0.01217741914971133,-0.012179108406453474,0.012656906529844528,0.9998457241172354
270,LCO,ApogeeBoss,R-6C16,-6.0,16.0,136.68088971336599,-118.369306718622,1.8668039885842005,180.8119420444472,319.106561272076,5.418369321953556e-05,-0.9999085881575064,0.01352081332574707,0.9998781611392611,0.00026522676995430303,0.015607451154188608,-0.015609610529967517,0.01351832029590992,0.9997867748052481
271,APO,ApogeeBoss,R-6C16,-6.0,16.0,136.53719747192198,-118.24486558498,1.7459464191237997,180.62185507489565,319.10656122622083,5.4184512789616015e-05,-0.9999198715357567,0.01265889299877304,0.9998931973113684,0.00023918099227455215,0.014612897142659042,-0.014614754000241401,0.012656749202253554,0.999813090364966
272,LCO,Boss,R-6C17,-6.0,17.0,159.454726223514,-118.364511448558,2.2519225397324,198.5849120287632,323.41320729752897,5.199911072732666e-05,-0.9999085472452237,0.013523847161168046,0.9998341033357906,0.00029831402266084395,0.018211996470987594,-0.018214365286988846,0.01352065659241567,0.9997426812647853
273,APO,Boss,R-6C17,-6.0,17.0,159.287929457032,-118.24069699819401,2.106126076969801,198.37718340909856,323.4132072706363,5.2002641269926145e-05,-0.9999198351809695,0.012661773469304697,0.9998545746705566,0.0002679203005018605,0.01705161954398989,-0.017053644950147752,0.01265904539747237,0.9997744354420847
274,LCO,ApogeeBoss,R-6C18,-6.0,18.0,182.222394748284,-118.357012877068,2.6961438052377997,217.28640925051405,326.99548725295006,5.685836786989388e-05,-0.9999086856906588,0.013513587514248915,0.9997836716426441,0.0003379126755100664,0.02079653172472416,-0.020799199116305706,0.013509481685208751,0.9996923963003407
275,APO,ApogeeBoss,R-6C18,-6.0,18.0,182.033072804602,-118.234044629228,2.5216791411122004,217.06065719994447,326.99548723943303,5.685746879324922e-05,-0.9999199561041747,0.012652199486798037,0.9998103634496454,0.00030323017023582276,0.01947165093545387,-0.019473928877259083,0.012648693058547544,0.9997303519739681
276,LCO,Fiducial,R-6C19,-6.0,19.0,204.99371201048598,-118.35319335968798,3.1997672450298,236.7063588969966,329.99999611182005,5.4673791124101284e-05,-0.9999084041600629,0.013534411729106372,0.9997253933019821,0.0003718141637470262,0.023430743509860925,-0.023433629637207652,0.013529414041415284,0.999633842943366
277,APO,Fiducial,R-6C19,-6.0,19.0,204.781876202256,-118.23088989969798,2.9928316327144,236.4617519756432,329.9999961076058,5.4675581640781594e-05,-0.9999197086837516,0.012671747960813506,0.9997592713300715,0.00033268565392359105,0.021938293229433678,-0.021940747483750734,0.012667498018838702,0.9996790175320261
278,LCO,ApogeeBoss,R-6C20,-6.0,20.0,227.74946667947998,-118.342048035014,3.7621865394422,256.66059281843235,332.54293306979594,5.2488312121462874e-05,-0.9999087329015465,0.013510111479953976,0.9996622322418537,0.0004035776273723732,0.025985737517583346,-0.02598881825345556,0.01350418425238556,0.999571017153592
279,APO,ApogeeBoss,R-6C20,-6.0,20.0,227.51635979161802,-118.22092217846,3.518657729879,256.39789471357693,332.54293307215596,5.249297602979599e-05,-0.9999199959985257,0.012649065056198377,0.9997038957979267,0.0003602689345422008,0.024330863789494422,-0.024333474288222686,0.012644042415433251,0.9996239343975619
280,LCO,ApogeeBoss,R-5C0,-5.0,0.0,-239.137287601278,-98.61840820348,3.8214639659214,258.6739893338419,202.4108804175419,-4.0691230157559265e-05,-0.9999365551406421,0.011264281499038643,0.9996272418787161,-0.0003482060341050979,-0.027299378134098298,0.02730156841967984,0.011258971801350636,0.9995638348378766
281,APO,ApogeeBoss,R-5C0,-5.0,0.0,-238.892609587968,-98.517504724312,3.5740757810442,258.4093219155496,202.41088039343623,-4.069315122760537e-05,-0.999944384947941,0.010546343212282474,0.9996732210892781,-0.00031027013511058583,-0.025560805336104178,0.025562655985918142,0.010541856740018426,0.999617636836915
282,LCO,Boss,R-5C1,-5.0,1.0,-216.38150562499803,-98.627184134112,3.229379924387,237.79881712650524,204.50360680875139,-4.069394668597993e-05,-0.9999363923052493,0.011278727213880558,0.9996940426979491,-0.000319658024409233,-0.024732949944923092,0.024734982074651753,0.011274269923585186,0.9996304674725839
283,APO,Boss,R-5C1,-5.0,1.0,-216.157996075828,-98.525307880156,3.0205296506228,237.55318469849485,204.50360678871283,-4.0695374357280624e-05,-0.9999442429210815,0.010559800796975872,0.9997317888379516,-0.00028523877247800636,-0.023157483147187366,0.02315920401818891,0.010556026138087269,0.9996760583216024
284,LCO,ApogeeBoss,R-5C2,-5.0,2.0,-193.611377241546,-98.63071655198999,2.6961438052377997,217.2864092503883,206.99548725298888,-4.069647023754071e-05,-0.9999365859801118,0.011261543510362302,0.9997557830494972,-0.0002895545349857919,-0.02209729434247532,0.022099153895206773,0.011257893968666706,0.999692396300235
285,APO,ApogeeBoss,R-5C2,-5.0,2.0,-193.410222643602,-98.528243063008,2.5216791411122004,217.06065720008053,206.99548723938344,-4.0697660835294696e-05,-0.9999444131401399,0.010543669831765403,0.9997859163991925,-0.00025884632810257177,-0.020689474821876358,0.02069105394915954,0.010540570591732936,0.9997303519740078
286,LCO,Boss,R-5C3,-5.0,3.0,-170.84460693519802,-98.63712973626801,2.2222912407781994,197.27433457358734,209.99998740676213,-4.069864664965373e-05,-0.9999365039497781,0.011268824797452451,0.999809600616504,-0.00026057795804623827,-0.01951139703338108,0.019513094544090448,0.011265885132704791,0.9997461272610612
287,APO,Boss,R-5C3,-5.0,3.0,-170.66584526198798,-98.533921673444,2.0784140103213997,197.06791839195245,209.99998740296942,-4.0699621528316e-05,-0.9999443415390347,0.010550458170482887,0.999833096095109,-0.00023344321821735874,-0.018268154179671345,0.018269600335234015,0.010547953750854712,0.9997774564248089
