,wokType,holeType,holeID,hexRow,hexCol,x,y,z,r,theta,ix,iy,iz,jx,jy,jz,kx,ky,kz
547,APO,Empty,R+0C13,0.0,13.0,-3.1395201802307996e-28,-4.879571717316599e-16,0.0,4.879571717316599e-16,269.99999999996317,6.348651844697788e-06,-0.9999999999798472,6.123596590616032e-17,0.9999999999798472,6.348651844697788e-06,-3.887428474209222e-22,3.9396934426750376e-29,6.123233995712878e-17,1.0
548,LCO,ApogeeBoss,R+0C14,0.0,14.0,22.779237176943802,0.00035325659798882,0.0291071526821991,22.779237179682923,0.0008885333600535429,5.152218056212728e-05,-0.9999999986727238,1.3047487235741285e-07,0.9999967043919216,5.1522345738748936e-05,0.0025668172399731515,-0.0025668172432886482,-1.773578944525925e-09,0.9999967057191936
549,APO,ApogeeBoss,R+0C14,0.0,14.0,22.7549986023578,-0.00034376194312752003,0.027776274470199702,22.754998604954423,359.9991344271718,5.340777345051645e-05,-0.9999999985737966,1.2834655444506123e-07,0.9999971110364774,5.340792766790084e-05,0.002403136761098791,-0.0024031367645261526,-5.0801351630142405e-17,0.9999971124626766
550,LCO,Fiducial,R+0C15,0.0,15.0,45.565120684156,0.00031814917379182,0.11810767379179946,45.565120685266706,0.0004000561095822509,5.6380016966837866e-05,-0.9999999984106035,2.9415225839720504e-07,0.9999865914410188,5.638078426100844e-05,0.005178200399745799,-0.005178200408100121,2.2012878438990067e-09,0.9999865930303933
551,APO,Fiducial,R+0C15,0.0,15.0,45.5163633867,-0.00034376170183514,0.11077039054919967,45.516363387998126,359.9995672744216,5.340641770017147e-05,-0.9999999985738438,2.5891727052944767e-07,0.9999882469605377,5.3407045319116534e-05,0.004847998399160984,-0.004847998406074987,-5.080135234185274e-17,0.9999882483866771
552,LCO,ApogeeBoss,R+0C16,0.0,16.0,68.352556265912,0.00033389487986701995,0.2664944082090006,68.35255626672752,0.0002798837155823592,5.4193171380104384e-05,-0.9999999985314605,4.2344148862641404e-07,0.9999695337922795,5.419482564559067e-05,0.007805674229197657,-0.007805674240683053,4.14346729936951e-10,0.999969535260774
553,APO,ApogeeBoss,R+0C16,0.0,16.0,68.279158416772,-0.0003437616516041,0.2493299533838007,68.27915841763736,359.99971153581487,5.3404896408880446e-05,-0.9999999985738824,3.902903091652881e-07,0.9999732952090182,5.3406322537398885e-05,0.007307942021026104,-0.0073079420314480885,-5.0799184613787906e-17,0.9999732966350977
554,LCO,Boss,R+0C17,0.0,17.0,91.136126488622,0.00034964393327614,0.4740035323059999,91.1361264892927,0.00021981537378022487,5.2010077025777776e-05,-0.9999999986473298,5.403948993320869e-07,0.9999457479952725,5.20128843360698e-05,0.010416254645231401,-0.010416254659249145,-1.384624593209682e-09,0.9999457493478701
555,APO,Boss,R+0C17,0.0,17.0,91.038420414032,-0.0003437616483402,0.44330708295480026,91.03842041468103,359.999783650776,5.340374092386232e-05,-0.9999999985738846,5.208233894975955e-07,0.9999524457159196,5.3406280545138644e-05,0.009752100005643177,-0.009752100019550796,-5.079924315584694e-17,0.9999524471419672
556,LCO,ApogeeBoss,R+0C18,0.0,18.0,113.91572445816401,0.0003145381803077,0.7407363586056004,113.91572445859825,0.0001582021298027987,5.6872586597774004e-05,-0.9999999983824787,7.427637436785231e-07,0.9999153278429447,5.6877436628228044e-05,0.013012836343168252,-0.013012836364366207,2.6271904607416488e-09,0.999915329460327
557,APO,ApogeeBoss,R+0C18,0.0,18.0,113.794158858522,-0.00034376164833766,0.6927514085000013,113.79415885904123,359.9998269147397,5.3402335739220105e-05,-0.9999999985738836,6.506594328495389e-07,0.9999257806830831,5.3406299442125186e-05,0.012183196341426353,-0.01218319635880101,-5.0800249469484434e-17,0.9999257821090938
558,LCO,Fiducial,R+0C19,0.0,19.0,136.693573929298,0.00033029044592528,1.0667651024828002,136.69357392969704,0.000138442854488272,5.468918666324663e-05,-0.9999999985041811,8.547620406056309e-07,0.9998781176587844,5.469586598040722e-05,0.015612393650176797,-0.015612393673575434,8.287496123446042e-10,0.9998781191544204
559,APO,Fiducial,R+0C19,0.0,19.0,136.548320103728,-0.00034376164833258,0.9976807455540008,136.54832010416072,359.99985575734956,5.340058282927286e-05,-0.9999999985738841,7.806458791424455e-07,0.9998931628367015,5.340628852948549e-05,0.014617115316840745,-0.014617115337686445,-5.080029494560317e-17,0.9998931642626651
560,LCO,ApogeeBoss,R+0C20,0.0,20.0,159.46816146944,0.00034604309636047996,1.451998693253599,159.46816146981544,0.0001243308304828158,5.250562250049027e-05,-0.9999999986211235,9.552279621121645e-07,0.9998342136690268,5.2514310941731895e-05,0.01820830632118425,-0.018208306346240384,-9.688597002818076e-10,0.9998342150476756
561,APO,ApogeeBoss,R+0C20,0.0,20.0,159.29959765442197,-0.00034376164834527996,1.3579918029086009,159.29959765479288,359.9998763581836,5.3398537364837916e-05,-0.9999999985738836,9.104532913063953e-07,0.9998546763804405,5.3406298485287685e-05,0.017047676320598816,-0.01704767634491079,-5.04972281357846e-17,0.9998546778063496
562,LCO,Boss,R+0C21,0.0,21.0,182.240510552794,0.00036179596609928,1.8964245933255992,182.24051055315311,0.00011374738711739145,5.032318261846441e-05,-0.9999999987332429,1.0447181050657675e-06,0.9997834336816244,5.033402563989598e-05,0.020810651173540088,-0.020810651199762917,-2.766345103210003e-09,0.9997834349481101
563,APO,Boss,R+0C21,0.0,21.0,182.048979090544,-0.00034376164832495995,1.7736499330842,182.04897909086856,359.9998918088324,5.339615820987633e-05,-0.9999999985738837,1.0405854426312197e-06,0.9998101611675418,5.340629672274197e-05,0.019484321232759595,-0.019484321260546503,-5.079809016618141e-17,0.9998101625933874
564,LCO,ApogeeBoss,R+0C22,0.0,22.0,205.011055368992,0.00032670306476122,2.4000555290386,205.01105536925232,9.13058407074689e-05,5.518102972470911e-05,-0.9999999984766894,1.2942796626287718e-06,0.9997255677756266,5.5196206389370395e-05,0.023426183835179058,-0.02342618387093303,1.2435240364572149e-09,0.9997255692985176
565,APO,ApogeeBoss,R+0C22,0.0,22.0,204.796984714584,-0.00034376164831988,2.2446724968283998,204.79698471487248,359.99990382626174,5.3393469172896336e-05,-0.9999999985738827,1.1713823200983504e-06,0.9997594325347511,5.340631691903937e-05,0.021933403875321333,-0.02193340390660094,-5.079918539035854e-17,0.9997594339605254
566,LCO,Fiducial,R+0C23,0.0,23.0,227.773154491642,0.00034245862279792,2.9627428518963987,227.77315449189945,8.614462836044475e-05,5.29968542888012e-05,-0.9999999985947168,1.3784247035207257e-06,0.9996616495286014,5.301477736314762e-05,0.02601122163969643,-0.026011221676220168,-5.546102401691153e-10,0.9996616509334099
567,APO,Fiducial,R+0C23,0.0,23.0,227.53724949075803,-0.00034376164834782003,2.7711308694620005,227.5372494910177,359.9999134379463,5.3390470666829135e-05,-0.999999998573883,1.3006584279076773e-06,0.9997033954159692,5.340631114738809e-05,0.024354021055017397,-0.02435402108974908,-1.0160162080257518e-16,0.9997033968416632
568,LCO,ApogeeBoss,R+0C24,0.0,24.0,250.52824780000802,0.00035821312650347997,3.5844969187997995,250.52824780026413,8.19232980514248e-05,5.0815199412324144e-05,-0.9999999987078558,1.450496458340508e-06,0.9995915325390872,5.083589701944244e-05,0.028579109361042458,-0.028579109397851413,-2.3491634729663012e-09,0.999591533830707
569,APO,ApogeeBoss,R+0C24,0.0,24.0,250.271234102708,-0.00034376164878724,3.3525152284588007,250.27123410294408,359.99992130101685,5.338715021808059e-05,-0.999999998573885,1.4290778625171714e-06,0.9996419227541026,5.340627371334794e-05,0.026758613944878006,-0.026758613983038866,-5.08013510066398e-17,0.9996419241797069
570,LCO,ApogeeBoss,R+0C25,0.0,25.0,273.2909685681,0.0003231332841487,4.265683721168198,273.290968568291,6.774528078596205e-05,5.5665362583193867e-05,-0.9999999984491676,1.741220806738998e-06,0.9995120636798519,5.569258872298122e-05,0.031235099756188725,-0.031235099804721424,1.6580486154964806e-09,0.9995120652299246
571,APO,ApogeeBoss,R+0C25,0.0,25.0,273.01276336632003,-0.00034376164937906,3.9898243177446,273.01276336653643,359.99992785651693,5.338328283293755e-05,-0.9999999985738928,1.561904528285183e-06,0.9995722488938468,5.3406127286828074e-05,0.029245792673189008,-0.029245792714896645,-5.080026861417265e-17,0.9995722503193439
572,LCO,ApogeeBoss,R+0C26,0.0,26.0,296.04566019095995,0.00033889150403936,5.0057852848026,296.0456601911539,6.55880342301348e-05,5.348411304759394e-05,-0.9999999985680821,1.8125675462765379e-06,0.999426143429929,5.3514818037416956e-05,0.03387301233936882,-0.03387301238786467,-1.4062873997702499e-10,0.9994261448610254
573,APO,ApogeeBoss,R+0C26,0.0,26.0,295.74707555826,-0.00034376164608468,4.681881866926201,295.7470755584598,359.9999334022443,5.338021222403903e-05,-0.9999999985738419,1.6938787066957779e-06,0.9994969079789228,5.340708082414207e-05,0.0317163694053538,-0.031716369450586354,0.0,0.9994969094043633
574,LCO,ApogeeBoss,R+13C0,13.0,0.0,-148.023123584352,256.3828929609,5.0057852848026,296.04566019225587,120.00006558796036,6.257018289796053e-06,-0.9995695128976815,-0.029339203232901345,0.9998565670710864,0.0005031570280776553,-0.016929031804186916,0.016936506300645304,-0.02933488909978803,0.9994261448630566
575,APO,ApogeeBoss,R+13C0,13.0,0.0,-147.873240072588,256.12465240804,4.681881866926201,295.7470755573156,119.99993340232228,-4.098654711647039e-05,-0.9996226278829157,-0.027469986249664676,0.9998742502422404,0.0003946581890386728,-0.01585332606840186,0.01585818472020681,-0.027467181678643978,0.9994969094039321
576,LCO,ApogeeBoss,R+13C1,13.0,1.0,-125.247764658148,256.37767132034,4.6500728873896,285.3357897346618,116.03682120631002,4.074953959227287e-06,-0.9995727081642053,-0.029230139867462764,0.9998980608582239,0.0004214274814901767,-0.014272010749781265,0.014278230820335457,-0.02922710201430396,0.9994708142974895
577,APO,ApogeeBoss,R+13C1,13.0,1.0,-125.121268049572,256.11873667184,4.3493714764492,285.0476082915136,116.03682126265215,4.073864355670122e-06,-0.9996254123669254,-0.02736850258340641,0.9999106304743212,0.0003699623931975866,-0.013363913808196523,0.013369033168068492,-0.027366002230539876,0.9995360778251423
578,LCO,ApogeeBoss,R+13C2,13.0,2.0,-102.48171649843799,256.39326065924,4.3543513383461985,276.11592914560947,111.78684639122655,8.933638652907716e-06,-0.9995713012517211,-0.02927821091069211,0.9999315317993537,0.00035153635330677376,-0.011696500997755037,0.01170177907791295,-0.029276101791959497,0.9995028655438055
579,APO,ApogeeBoss,R+13C2,13.0,2.0,-102.377608414554,256.13279784768,4.0727449883774005,275.83543071542545,111.78684644006826,8.928304913475158e-06,-0.9996241839560445,-0.027413331984591217,0.9999399754333412,0.00030927928427778196,-0.010952163105659867,0.010956525482744608,-0.027411588726966505,0.9995641847089208
580,LCO,ApogeeBoss,R+13C3,13.0,3.0,-79.712415058468,256.40750580473997,4.117773966645399,268.5123426352339,107.26951607186163,6.753123981042256e-06,-0.9995698106707528,-0.029329056412212444,0.999958435197702,0.0002741560421248766,-0.009113326254878448,0.00911744653719488,-0.029327775812359,0.9995282656005989
581,APO,ApogeeBoss,R+13C3,13.0,3.0,-79.631036034536,256.14573677024,3.8513561544986006,268.2382157066786,107.26951611114025,6.750038405650695e-06,-0.999622875888385,-0.027460989695771418,0.9999635610978727,0.00024117538203882608,-0.008533364570671444,0.008536769347819686,-0.027459931446916996,0.9995864523561895
582,LCO,ApogeeBoss,R+13C4,13.0,4.0,-56.937816633409994,256.40930559285994,3.9400309280503993,262.6549960644047,102.5198577793604,4.5699795154509025e-06,-0.9995705029716186,-0.029305452874521493,0.9999788269113277,0.00019526899325984944,-0.006504429188274482,0.006507358001546632,-0.029304802662461046,0.9995493398691001
583,APO,ApogeeBoss,R+13C4,13.0,4.0,-56.879592858316,256.14710460595995,3.6850281023446,262.3864083403414,102.51985780760407,4.569409290119594e-06,-0.999623482271887,-0.027438907954706042,0.9999814380876055,0.0001717501915205273,-0.006090482913216898,0.006092902376123638,-0.027438370806191187,0.9996049281331786
584,LCO,ApogeeBoss,R+13C5,13.0,5.0,-34.162592186744,256.40821741113996,3.8214642499187987,258.6740355367662,97.58911713990541,9.431278509573571e-06,-0.999571436208318,-0.029273602912714056,0.9999923940338894,0.00012360091680823566,-0.0038982813115061125,0.003900228893444503,-0.029273343492905612,0.9995638346675639
585,APO,ApogeeBoss,R+13C5,13.0,5.0,-34.12763802475,256.14586751166,3.574102796408,258.40936732334075,97.5891171555556,9.426022821855028e-06,-0.9996243010840502,-0.027409060424871255,0.9999933320659583,0.00010951516901795013,-0.0036501821940283967,0.003651812532420134,-0.027408843256363533,0.9996176366874366
586,LCO,ApogeeBoss,R+13C6,13.0,6.0,-11.3875134055728,256.40784786146,3.7621865394422,256.6605928195985,92.54293306979177,7.247613826097847e-06,-0.9995718607662936,-0.029259103056682077,0.9999991556979669,4.526502690892807e-05,-0.001298674104754998,0.0012994425055061455,-0.029259068940873482,0.9995710171538028
587,APO,ApogeeBoss,R+13C6,13.0,6.0,-11.375858030534598,256.14540844476,3.518657729879,256.3978947130101,92.54293307218285,7.244940832658285e-06,-0.9996246740013898,-0.027395457198700228,0.9999992598242027,4.0573589794479754e-05,-0.0012160200780596962,0.0012166752061521808,-0.02739542811125234,0.9996239343973532
588,LCO,ApogeeBoss,R+13C7,13.0,7.0,11.387518236475,256.40783211346,3.7621863927572,256.6605773014437,87.45706569686453,5.0638412456525475e-06,-0.9995718613023481,-0.02925908520301044,0.9999991557117309,-3.295882281017476e-05,0.0012990340801598541,-0.0012994422584053627,-0.02925906707801039,0.9995710172086532
589,APO,ApogeeBoss,R+13C7,13.0,7.0,11.3758629049724,256.1453929279,3.5186498704332,256.39787942769925,87.45706568578242,5.063787366932739e-06,-0.9996246744743622,-0.027395440430543736,0.9999992598379083,-2.8269463739440034e-05,0.0012163570500534728,-0.0012166749746141754,-0.027395426312850704,0.9996239344469215
590,LCO,ApogeeBoss,R+13C8,13.0,8.0,34.162597015791995,256.40817015697996,3.8214639659214,258.6739893342858,82.4108804175214,2.879899103301457e-06,-0.99957143782444,-0.029273549106449855,0.9999923940753505,-0.00011129489054250964,0.0038986414167303768,-0.003900228602926688,-0.029273337681735054,0.9995638348388841
591,APO,ApogeeBoss,R+13C8,13.0,8.0,34.12764298537,256.14582104236,3.5740757810442,258.40932191622187,82.41088039343514,2.882511718322584e-06,-0.9996243025048365,-0.027409010077165806,0.9999933321072526,-9.721114926634226e-05,0.0036505192817036904,-0.003651812252123363,-0.027408837839490913,0.9996176368369876
592,LCO,ApogeeBoss,R+13C9,13.0,9.0,56.937821462204,256.40932852144,3.940033853622399,262.6550194945407,77.48014227657993,7.740266087559544e-06,-0.9995705052191382,-0.029305375548610534,0.9999788268931669,-0.00018296378611369082,0.006504789744405278,-0.00650735779362331,-0.02930480541156672,0.9995493397898556
593,APO,ApogeeBoss,R+13C9,13.0,9.0,56.879598028993996,256.14712890868,3.6849802231922,262.38643318605455,77.48014224056054,7.738348792884917e-06,-0.9996234842392867,-0.02743883556979953,0.9999814380692832,-0.00015944684954200303,0.006090820436574604,-0.006092902182571265,-0.027438373384927703,0.999604928063574
594,LCO,ApogeeBoss,R+13C10,13.0,10.0,79.71241988167401,256.40749722207994,4.117777440044598,268.51233587133987,72.73048240167016,5.55577130975721e-06,-0.9995698139993456,-0.029328943220767952,0.9999584352073067,-0.00026185191415646603,0.009113687032704036,-0.009117446292050765,-0.029327774802884007,0.9995282656324548
595,APO,ApogeeBoss,R+13C10,13.0,10.0,79.63104112037799,256.14572894196,3.8513326026026,268.23820974112425,72.73048235509734,5.556553001280456e-06,-0.9996228788044912,-0.0274608838121811,0.9999635611071627,-0.00022887296983070354,0.008533702305873803,-0.008536769119890366,-0.027459930585947815,0.999586452381788
596,LCO,ApogeeBoss,R+13C11,13.0,11.0,102.48172134602801,256.39322064661997,4.3543553233268,276.1158937902548,68.21314959307007,3.370826315744495e-06,-0.9995713056226756,-0.02927806285287644,0.9999315318345282,-0.00033923627039797753,0.01169686119462916,-0.011701778996849368,-0.02927609766571187,0.9995028656656151
597,APO,ApogeeBoss,R+13C11,13.0,11.0,102.37761243283397,256.13275573194,4.0728272828788,275.8353930993722,68.21314953796171,3.374329844931196e-06,-0.9996241877929869,-0.027413193316818633,0.9999399754683639,-0.0002969804897364703,0.01095250030434576,-0.010956525404610541,-0.02741158481007779,0.9995641848171922
598,LCO,ApogeeBoss,R+13C12,13.0,12.0,125.247769462558,256.37770138378,4.650079535102999,285.33581885591707,63.96318057670162,8.230910791234032e-06,-0.9995727131708376,-0.02922996778209575,0.9998980608354582,-0.0004091256660047963,0.014272370289468497,-0.01427823062365903,-0.02922710557820709,0.9994708141960814
599,APO,ApogeeBoss,R+13C12,13.0,12.0,125.12127173181001,256.1187643553,4.3494642428372,285.0476347817521,63.963180514844794,8.230131539225871e-06,-0.9996254167539015,-0.02736834141583253,0.9999106304512075,-0.00035766194571418486,0.013364250394291236,-0.013369032984238628,-0.027366005509047664,0.9995360777378399
600,LCO,ApogeeBoss,R+13C13,13.0,13.0,148.022536607116,256.38323185278,5.0057852848026,296.0456601926151,60.00006558813322,5.33986357020778e-05,-0.999569541134536,-0.02933819327564314,0.999856565668883,-0.0004435184954878646,0.016930782030683145,-0.01693650605680074,-0.02933488925217628,0.9994261448627159
601,APO,ApogeeBoss,R+13C13,13.0,13.0,147.873835485164,256.12430864697996,4.681881866926201,295.74707555779275,59.99993340223334,6.048290537385658e-06,-0.9996226134836436,-0.02747054013936109,0.9998742510640012,-0.00042958765219514933,0.015852366184636365,-0.01585818472022894,-0.02746718162788364,0.9994969094053268
602,LCO,ApogeeBoss,R+12C0,12.0,0.0,-159.40571763090398,236.656600813614,4.650079535102999,285.33581885574364,123.96318057671749,-3.8802950231998514e-05,-0.9996359022354822,-0.02698261396130177,0.9998348693587669,0.0004515537552992428,-0.018166730953692777,0.018172300588225953,-0.026978863227713264,0.9994708141963284
603,APO,ApogeeBoss,R+12C0,12.0,0.0,-159.244720451756,236.417582051368,4.3494642428372,285.0476347819312,123.96318051484255,-3.880700284718181e-05,-0.9996808154240411,-0.025263922243803468,0.9998552312819474,0.00039108016183282424,-0.0170106888287997,0.017015139498098745,-0.025260924952017063,0.9995360777372814
604,LCO,ApogeeBoss,R+12C1,12.0,1.0,-136.64576412601002,236.67675983882802,4.265683721168198,273.2909685690097,120.000067745273,4.072460916666642e-06,-0.9996339802083292,-0.0270537538295314,0.9998780386444767,0.00042658378526947365,-0.015611721966155035,0.015617548459647707,-0.02705039073891481,0.9995120652303215
605,APO,ApogeeBoss,R+12C1,12.0,1.0,-136.506083976364,236.43616051256,3.9898243177446,273.01276336553053,119.99992785652377,-4.098974575242877e-05,-0.9996791506212592,-0.02532970850599143,0.9998930788947703,0.00032942149010285813,-0.014619242792246677,0.01462289636759904,-0.02532759946460797,0.9995722503186966
606,LCO,Boss,R+12C2,12.0,2.0,-113.8757100815,236.68549110991,3.9400325573079993,262.6550952266206,115.69344971999492,8.934849901293651e-06,-0.9996340006220377,-0.027052998365216723,0.9999153048460293,0.00036101814501145635,-0.01300971946550162,0.01301472453955659,-0.027050590867464138,0.9995493396920837
607,APO,Boss,R+12C2,12.0,2.0,-113.75926214421598,236.44345870852996,3.6850568455434,262.3865066836493,115.69344978180332,8.929555477673861e-06,-0.9996791511315448,-0.02532971995851865,0.9999257501873723,0.0003175892521946417,-0.0121816767847375,0.012185812754345157,-0.025327730454599157,0.9996049279778163
608,LCO,Boss,R+12C3,12.0,3.0,-91.10034346646201,236.68494593955,3.6733127004769988,253.61197963447046,111.05178037111006,6.751180572845335e-06,-0.9996354517215398,-0.026999326211867104,0.9999460073181952,0.00028731072392173336,-0.010387487711088666,0.010391458166285393,-0.026997798318032767,0.9995814806623606
609,APO,Boss,R+12C3,12.0,3.0,-91.00702022816598,236.442485117132,3.435580639239,253.35217879302914,111.0517804233545,6.748260396013944e-06,-0.9996804256320162,-0.025279370297771383,0.9999526667946761,0.00025270265773496273,-0.009726269150196606,0.009729549047940206,-0.025278108108749715,0.9996331092584749
610,LCO,Boss,R+12C4,12.0,4.0,-68.32768835400199,236.69344073967997,3.4661286978023997,246.35839316936213,106.10215341173664,4.568538723521444e-06,-0.999634908419122,-0.0270194346540032,0.9999695827278942,0.00021530723375517844,-0.007796618612987334,0.007799589612905398,-0.027018577177353148,0.9996045032357457
611,APO,Boss,R+12C4,12.0,4.0,-68.2574389611,236.450089705428,3.2418666168126,246.1051053823005,106.10215345247882,4.568088084129194e-06,-0.9996799513047883,-0.025298121242273736,0.9999733346829829,0.00018931191677077413,-0.007300279720203145,0.007302732511027087,-0.025297413311530067,0.9996532953867645
612,LCO,Boss,R+12C5,12.0,5.0,-45.55344483781,236.701785780902,3.3181890872813997,241.04533127289443,100.89343314493618,9.429531871389385e-06,-0.9996341029019712,-0.027049218592322014,0.9999864509944412,0.0001502319821396618,-0.005203389077668502,0.005205548830429521,-0.027048803036785796,0.9996205602705714
613,APO,Boss,R+12C5,12.0,5.0,-45.506463706219996,236.457664944024,3.1035510911074,240.79673077063532,100.89343317191548,9.42442540078995e-06,-0.9996792455474126,-0.025325993227044853,0.9999881223031843,0.00013285833103384679,-0.004872124917909087,0.004873926931340024,-0.02532564649559791,0.9996673729125344
614,LCO,Boss,R+12C6,12.0,6.0,-22.777073715840203,236.705504280958,3.2293813313183994,237.7988453377338,95.49638475927027,7.247213426395847e-06,-0.9996338551965079,-0.027058371947425428,0.9999966103828064,7.769598547225276e-05,-0.0026025345784524813,0.0026036840008144017,-0.0270582613687791,0.9996304673834842
615,APO,Boss,R+12C6,12.0,6.0,-22.7535463959658,236.46100150682,3.0205180197849995,237.55321321169643,95.49638477103072,7.244586969865458e-06,-0.9996790282854696,-0.02533456835502347,0.9999970285044035,6.900316805251537e-05,-0.0024368465126230945,0.0024378125192976298,-0.025334475419518665,0.9996760582435384
616,LCO,Fiducial,R+12C7,12.0,7.0,1.6063308997092194e-05,236.706358896978,3.1997672450298,236.70635889697854,89.99999611180785,5.0638494458555145e-06,-0.999633842930443,-0.02705882559298784,0.9999999999871787,5.061956415529217e-06,1.3845764945832935e-07,-1.4363564040349844e-09,-0.02705882559334204,0.9996338429432595
617,APO,Fiducial,R+12C7,12.0,7.0,1.60641001443288e-05,236.461751975728,2.9928316327144,236.46175197572853,89.99999610759401,5.06378554295155e-06,-0.9996790175192706,-0.025334993705627445,0.9999999999871791,5.062126084737894e-06,1.2963539582205893e-07,-1.3448526371905542e-09,-0.025334993705959073,0.9996790175320871
618,LCO,Boss,R+12C8,12.0,8.0,22.7771058484658,236.70547284744202,3.229379924387,237.79881712650155,84.50360680879166,2.8800798999756e-06,-0.9996338560286445,-0.027058342022536326,0.9999966103974326,-6.757243440807267e-05,0.002602811482225183,-0.0026036868765338997,-0.027058257801815762,0.9996304674725454
619,APO,Boss,R+12C8,12.0,8.0,22.7535784979082,236.460969772822,3.0205296506228,237.5531846984248,84.50360678873726,2.8826238479058665e-06,-0.999679029017586,-0.025334540338181128,0.9999970285199267,-5.8879237777919184e-05,0.0024371057737456125,-0.0024378152119357327,-0.025334472082358565,0.9996760583215448
620,LCO,Boss,R+12C9,12.0,9.0,45.553388925044004,236.70177373165,3.3181874123799995,241.04530887421467,79.10657936462117,7.741948703424062e-06,-0.9996341053686935,-0.027049127967346473,0.999986451046254,-0.00013306635141476826,0.005203846391248588,-0.005205541660559454,-0.027048801767874605,0.9996205603422443
621,APO,Boss,R+12C9,12.0,9.0,45.506407771356,236.45765231869999,3.1035725114354005,240.79670780208798,79.10657932981589,7.739803310240608e-06,-0.9996792477107519,-0.025325908405441418,0.999988122350366,-0.00011569922815693482,0.004872552911772132,-0.00487392021732608,-0.025325645305775864,0.9996673729754117
622,LCO,Boss,R+12C10,12.0,10.0,68.327720494654,236.693447982998,3.4661287124581994,246.35840904275167,73.89783987375895,5.557928020569333e-06,-0.9996349105277982,-0.027019356454031803,0.9999695827006694,-0.00020518423902320029,0.007796895079255106,-0.007799592461038727,-0.027018577932760465,0.9996045031931045
623,APO,Boss,R+12C10,12.0,10.0,68.257471039522,236.450096730814,3.2418749847156,246.10512102904826,73.89783982595381,5.558481172944382e-06,-0.9996799531528955,-0.025298048014185316,0.9999733346585038,-0.00017918839110353413,0.007300538574142518,-0.00730273517631142,-0.025297414013002045,0.9996532953495424
624,LCO,Boss,R+12C11,12.0,11.0,91.10037560990801,236.684921684836,3.673313957142,253.61196854490774,68.9482108834178,3.3731408834765265e-06,-0.999635454654401,-0.026999218257409134,0.9999460073055856,-0.0002771895950760567,0.010387763933900956,-0.010391461025283811,-0.02699779553625954,0.9995814807077722
625,APO,Boss,R+12C11,12.0,11.0,91.00705276658199,236.442461919566,3.4355411753351994,253.35216883193414,68.94821082472271,3.3763747922515074e-06,-0.9996804282052418,-0.025279269213813602,0.9999526667857243,-0.0002425808212880133,0.009726527780431324,-0.009729551722379215,-0.025278105505150385,0.9996331092982825
626,LCO,Boss,R+12C12,12.0,12.0,113.87565414688999,236.685486137606,3.9400357829302,262.65506649516016,64.30656080494668,8.232764212626657e-06,-0.9996340066939298,-0.027052774224875946,0.9999153049469431,-0.00034385515331683016,0.013010176651200632,-0.01301471724946424,-0.027050590098444363,0.9995493398078168
627,APO,Boss,R+12C12,12.0,12.0,113.75920740239,236.443456044324,3.6849694291066006,262.3864805492161,64.30656073771812,8.231502574243059e-06,-0.9996791564530936,-0.025329510170425867,0.9999257502765762,-0.00030043224460144484,0.012182104674183972,-0.012185805926106677,-0.025327729738327233,0.9996049280792054
628,LCO,ApogeeBoss,R+12C13,12.0,13.0,136.645204442852,236.67708297229402,4.265683721168198,273.29096856922104,60.000067745288085,5.339977597634616e-05,-0.999634003121649,-0.02705285477451617,0.9998780371819972,-0.0003691256276909729,0.015613279839530732,-0.015617551329848118,-0.027050389077758537,0.999512065230431
629,APO,ApogeeBoss,R+12C13,12.0,13.0,136.50667938894,236.43581675073798,3.9898243177446,273.01276336534784,59.99992785650407,6.05180742465741e-06,-0.9996791385003277,-0.02533021931642623,0.9998930797165513,-0.00036435195339530184,0.014618357725970995,-0.014622896372676164,-0.02532759946968292,0.9995722503184935
630,LCO,ApogeeBoss,R+12C14,12.0,14.0,159.40569399823602,236.656581621628,4.6500728873896,285.33578973534594,56.03682120620923,5.339748230048206e-05,-0.9996359087635768,-0.02698234717601077,0.9998348687434755,-0.00043696201278529127,0.01816712164643468,-0.01817229741738388,-0.026978861625674182,0.9994708142972244
631,APO,ApogeeBoss,R+12C14,12.0,14.0,159.24469831845,236.41756502066798,4.3493714764492,285.0476082917306,56.036821262622055,5.339869152347986e-05,-0.9996808210628436,-0.025263672490331453,0.9998552306596467,-0.00037649091797841203,0.017011054556773847,-0.017015136529707896,-0.025260923453184893,0.999536077825692
632,LCO,ApogeeBoss,R+11C0,11.0,0.0,-170.802181765286,216.948384432564,4.3543553233268,276.115893790418,128.21314959310106,-4.3659089691357704e-05,-0.9996930281349368,-0.0247759478584465,0.9998097983360121,0.00043956680547872854,-0.019498049449268227,0.019502954780916532,-0.02477208669902666,0.9995028656664219
633,APO,ApogeeBoss,R+11C0,11.0,0.0,-170.628666988618,216.72799101152802,4.0728272828788,275.83539309922804,128.21314953794845,-4.365876619570616e-05,-0.9997309010054362,-0.02319749272595823,0.9998332555295457,0.00037996656972322983,-0.018256964769528178,0.018260866110402174,-0.023194421748874088,0.9995641848168797
634,LCO,Boss,R+11C1,11.0,1.0,-148.03781662888,216.961952432606,3.9400357829302,262.65506649523115,124.3065608049595,-3.880438259852029e-05,-0.999692450201305,-0.02479926419737404,0.9998568603604736,0.00038079531756691966,-0.01691489831546127,0.016919139585574866,-0.02479637081182216,0.9995493398078188
